participant,blockID,trialID,condition,screenID,leftImage,rightImage,cue,congruency,correctObject,response,acc,rt
8,2,17,retro,retrieval,NA,NA,NA,incongruent,image326,image326,TRUE,1411.6000000238419
8,2,17,retro,retrieval,NA,NA,NA,incongruent,image353,image353,TRUE,1315.5999999642372
8,2,17,retro,retrieval,NA,NA,NA,incongruent,image168,image229,FALSE,2320.300000011921
8,2,18,retro,memory,image23,image29,left,incongruent,NA,right,TRUE,1672.2999999523163
8,2,18,retro,memory,image144,image123,right,incongruent,NA,left,TRUE,1213.5999999642372
8,2,18,retro,memory,image252,image117,right,incongruent,NA,left,TRUE,1394.0999999642372
8,2,18,retro,retrieval,NA,NA,NA,incongruent,image117,image117,TRUE,1735.300000011921
8,2,18,retro,retrieval,NA,NA,NA,incongruent,image123,image123,TRUE,1184.4000000357628
8,2,18,retro,retrieval,NA,NA,NA,incongruent,image23,image23,TRUE,1005.1000000238419
8,2,19,retro,memory,image19,image321,left,incongruent,NA,right,TRUE,1307.5
8,2,19,retro,memory,image407,image159,right,congruent,NA,right,TRUE,1436.7000000476837
8,2,19,retro,memory,image149,image76,right,incongruent,NA,left,TRUE,1808.699999988079
8,2,19,retro,retrieval,NA,NA,NA,incongruent,image76,image76,TRUE,1524
8,2,19,retro,retrieval,NA,NA,NA,congruent,image159,image159,TRUE,1816.4000000357628
8,2,19,retro,retrieval,NA,NA,NA,incongruent,image19,image19,TRUE,4182.800000011921
8,2,20,retro,memory,image71,image299,left,incongruent,NA,right,TRUE,1176.2999999523163
8,2,20,retro,memory,image368,image424,left,incongruent,NA,right,TRUE,969.8000000119209
8,2,20,retro,memory,image240,image280,left,incongruent,NA,right,TRUE,1373.1000000238419
8,2,20,retro,retrieval,NA,NA,NA,incongruent,image240,image240,TRUE,1158.2000000476837
8,2,20,retro,retrieval,NA,NA,NA,incongruent,image368,image368,TRUE,3124.899999976158
8,2,20,retro,retrieval,NA,NA,NA,incongruent,image71,image71,TRUE,1557.8999999761581
8,3,1,pre,memory,image402,image8,left,incongruent,NA,right,TRUE,1202.300000011921
8,3,1,pre,memory,image147,image431,left,incongruent,NA,right,TRUE,887.6999999880791
8,3,1,pre,memory,image204,image25,left,congruent,NA,left,TRUE,854.8000000119209
8,3,1,pre,retrieval,NA,NA,NA,congruent,image204,image204,TRUE,1303.699999988079
8,3,1,pre,retrieval,NA,NA,NA,incongruent,image147,image147,TRUE,2118.2999999523163
8,3,1,pre,retrieval,NA,NA,NA,incongruent,image402,image402,TRUE,1701.8999999761581
8,3,2,pre,memory,image381,image65,right,congruent,NA,left,FALSE,1055.2999999523163
8,3,2,pre,memory,image15,image380,right,congruent,NA,right,TRUE,1333.3999999761581
8,3,2,pre,memory,image185,image101,right,congruent,NA,left,FALSE,1243.300000011921
8,3,2,pre,retrieval,NA,NA,NA,congruent,image65,image380,FALSE,2952.399999976158
8,3,2,pre,retrieval,NA,NA,NA,congruent,image101,image309,FALSE,1924
8,3,2,pre,retrieval,NA,NA,NA,congruent,image380,image185,FALSE,2221.7999999523163
8,3,3,pre,memory,image373,image266,right,incongruent,NA,left,TRUE,1260.9000000357628
8,3,3,pre,memory,image308,image194,left,incongruent,NA,right,TRUE,1456.7999999523163
8,3,3,pre,memory,image244,image53,left,congruent,NA,left,TRUE,1279.6000000238419
8,3,3,pre,retrieval,NA,NA,NA,congruent,image244,image244,TRUE,1488.199999988079
8,3,3,pre,retrieval,NA,NA,NA,incongruent,image308,image308,TRUE,1919.699999988079
8,3,3,pre,retrieval,NA,NA,NA,incongruent,image266,image266,TRUE,2671.5
8,3,4,pre,memory,image40,image179,right,incongruent,NA,right,FALSE,1086.800000011921
8,3,4,pre,memory,image278,image17,right,incongruent,NA,left,TRUE,1471.300000011921
8,3,4,pre,memory,image323,image385,right,congruent,NA,right,TRUE,1583.5
8,3,4,pre,retrieval,NA,NA,NA,congruent,image385,image385,TRUE,1550.9000000357628
8,3,4,pre,retrieval,NA,NA,NA,incongruent,image17,image278,FALSE,2111.100000023842
8,3,4,pre,retrieval,NA,NA,NA,incongruent,image179,image179,TRUE,1641.9000000357628
8,3,5,pre,memory,image111,image415,right,congruent,NA,right,TRUE,1599.5999999642372
8,3,5,pre,memory,image328,image93,right,incongruent,NA,left,TRUE,1399.699999988079
8,3,5,pre,memory,image358,image290,right,incongruent,NA,left,TRUE,1586.3999999761581
8,3,5,pre,retrieval,NA,NA,NA,incongruent,image290,image290,TRUE,1406.699999988079
8,3,5,pre,retrieval,NA,NA,NA,incongruent,image93,image93,TRUE,2833.300000011921
8,3,5,pre,retrieval,NA,NA,NA,congruent,image415,image415,TRUE,1739.5999999642372
8,3,6,pre,memory,image95,image401,left,incongruent,NA,right,TRUE,1263.800000011921
8,3,6,pre,memory,image247,image298,right,incongruent,NA,left,TRUE,1346.5
8,3,6,pre,memory,image120,image345,left,congruent,NA,right,FALSE,1459.9000000357628
8,3,6,pre,retrieval,NA,NA,NA,incongruent,image95,image95,TRUE,2408.100000023842
8,3,6,pre,retrieval,NA,NA,NA,incongruent,image298,image298,TRUE,1691.5
8,3,6,pre,retrieval,NA,NA,NA,congruent,image120,image120,TRUE,1011.0999999642372
8,3,7,pre,memory,image324,image166,left,incongruent,NA,right,TRUE,1019.5
8,3,7,pre,memory,image410,image396,left,incongruent,NA,right,TRUE,1381.199999988079
8,3,7,pre,memory,image341,image234,right,congruent,NA,right,TRUE,1162.5
8,3,7,pre,retrieval,NA,NA,NA,incongruent,image324,image324,TRUE,1659.699999988079
8,3,7,pre,retrieval,NA,NA,NA,congruent,image234,image234,TRUE,1280.699999988079
8,3,7,pre,retrieval,NA,NA,NA,incongruent,image410,image234,FALSE,251.4000000357628
8,3,8,pre,memory,image218,image422,left,incongruent,NA,right,TRUE,1087.1000000238419
8,3,8,pre,memory,image214,image259,left,congruent,NA,left,TRUE,1076.300000011921
8,3,8,pre,memory,image164,image200,left,congruent,NA,left,TRUE,1185.3999999761581
8,3,8,pre,retrieval,NA,NA,NA,incongruent,image218,image214,FALSE,2127.899999976158
8,3,8,pre,retrieval,NA,NA,NA,congruent,image214,image259,FALSE,3493.600000023842
8,3,8,pre,retrieval,NA,NA,NA,congruent,image164,image164,TRUE,2716.5
8,3,9,pre,memory,image420,image337,left,congruent,NA,left,TRUE,881.6999999880791
8,3,9,pre,memory,image254,image30,left,congruent,NA,left,TRUE,1444.199999988079
8,3,9,pre,memory,image186,image427,right,incongruent,NA,left,TRUE,1557.9000000357628
8,3,9,pre,retrieval,NA,NA,NA,incongruent,image427,image427,TRUE,2022.6000000238419
8,3,9,pre,retrieval,NA,NA,NA,congruent,image420,image420,TRUE,1738
8,3,9,pre,retrieval,NA,NA,NA,congruent,image254,image254,TRUE,763.8999999761581
8,3,10,pre,memory,image250,image54,left,congruent,NA,left,TRUE,1379
8,3,10,pre,memory,image304,image395,left,congruent,NA,NULL,FALSE,NA
8,3,10,pre,memory,image230,image180,left,congruent,NA,NULL,FALSE,NA
8,3,10,pre,retrieval,NA,NA,NA,congruent,image230,image230,TRUE,2396.100000023842
8,3,10,pre,retrieval,NA,NA,NA,congruent,image304,image304,TRUE,1793.2000000476837
8,3,10,pre,retrieval,NA,NA,NA,congruent,image250,image250,TRUE,1085
8,3,11,pre,memory,image177,image233,left,congruent,NA,left,TRUE,1519.9000000357628
8,3,11,pre,memory,image109,image206,right,congruent,NA,right,TRUE,1317.9000000357628
8,3,11,pre,memory,image382,image100,left,congruent,NA,left,TRUE,1086.199999988079
8,3,11,pre,retrieval,NA,NA,NA,congruent,image206,image206,TRUE,1315
8,3,11,pre,retrieval,NA,NA,NA,congruent,image382,image382,TRUE,1278.300000011921
8,3,11,pre,retrieval,NA,NA,NA,congruent,image177,image177,TRUE,2820.600000023842
8,3,12,pre,memory,image187,image155,right,incongruent,NA,left,TRUE,1398.800000011921
8,3,12,pre,memory,image265,image102,right,congruent,NA,NULL,FALSE,NA
8,3,12,pre,memory,image262,image360,left,incongruent,NA,right,TRUE,1653.9000000357628
8,3,12,pre,retrieval,NA,NA,NA,incongruent,image155,image360,FALSE,3605.199999988079
8,3,12,pre,retrieval,NA,NA,NA,congruent,image102,image102,TRUE,1152.3999999761581
8,3,12,pre,retrieval,NA,NA,NA,incongruent,image262,image262,TRUE,1971.5
8,3,13,pre,memory,image106,image398,left,incongruent,NA,right,TRUE,1541
8,3,13,pre,memory,image160,image297,right,congruent,NA,right,TRUE,1567.2000000476837
8,3,13,pre,memory,image356,image24,right,congruent,NA,right,TRUE,1353.199999988079
8,3,13,pre,retrieval,NA,NA,NA,congruent,image24,image24,TRUE,1723.300000011921
8,3,13,pre,retrieval,NA,NA,NA,incongruent,image106,image106,TRUE,2031.8999999761581
8,3,13,pre,retrieval,NA,NA,NA,congruent,image297,image297,TRUE,1387.8999999761581
8,3,14,pre,memory,image10,image157,left,incongruent,NA,right,TRUE,1638.300000011921
8,3,14,pre,memory,image42,image16,left,incongruent,NA,right,TRUE,1492.300000011921
8,3,14,pre,memory,image195,image161,left,congruent,NA,left,TRUE,967
8,3,14,pre,retrieval,NA,NA,NA,incongruent,image42,image42,TRUE,2394.899999976158
8,3,14,pre,retrieval,NA,NA,NA,incongruent,image10,image10,TRUE,2709.800000011921
8,3,14,pre,retrieval,NA,NA,NA,congruent,image195,image195,TRUE,952.3999999761581
8,3,15,pre,memory,image295,image252,left,incongruent,NA,right,TRUE,1540.8999999761581
8,3,15,pre,memory,image329,image159,right,congruent,NA,right,TRUE,1271.699999988079
8,3,15,pre,memory,image293,image154,right,incongruent,NA,left,TRUE,1143.699999988079
8,3,15,pre,retrieval,NA,NA,NA,congruent,image159,image295,FALSE,3068.699999988079
8,3,15,pre,retrieval,NA,NA,NA,incongruent,image154,image154,TRUE,4974.700000047684
8,3,15,pre,retrieval,NA,NA,NA,incongruent,image295,image159,FALSE,1091.199999988079
8,3,16,pre,memory,image299,image240,left,congruent,NA,right,FALSE,1212.9000000357628
8,3,16,pre,memory,image108,image81,right,incongruent,NA,right,FALSE,1363.199999988079
8,3,16,pre,memory,image150,image66,right,congruent,NA,right,TRUE,1276.3999999761581
8,3,16,pre,retrieval,NA,NA,NA,incongruent,image81,image81,TRUE,2256.5
8,3,16,pre,retrieval,NA,NA,NA,congruent,image66,image66,TRUE,1371.3999999761581
8,3,16,pre,retrieval,NA,NA,NA,congruent,image299,image299,TRUE,2502.300000011921
8,3,17,pre,memory,image165,image56,right,congruent,NA,right,TRUE,1281.5
8,3,17,pre,memory,image402,image146,left,incongruent,NA,right,TRUE,1296.6000000238419
8,3,17,pre,memory,image136,image248,left,incongruent,NA,right,TRUE,1450.5
8,3,17,pre,retrieval,NA,NA,NA,congruent,image56,image56,TRUE,1514.800000011921
8,3,17,pre,retrieval,NA,NA,NA,incongruent,image136,image136,TRUE,1472.2000000476837
8,3,17,pre,retrieval,NA,NA,NA,incongruent,image402,image402,TRUE,877.3000000119209
8,3,18,pre,memory,image126,image112,left,congruent,NA,left,TRUE,1342.2999999523163
8,3,18,pre,memory,image408,image426,left,incongruent,NA,right,TRUE,1215.5
8,3,18,pre,memory,image143,image176,left,incongruent,NA,right,TRUE,1364.800000011921
8,3,18,pre,retrieval,NA,NA,NA,congruent,image126,image126,TRUE,1901.699999988079
8,3,18,pre,retrieval,NA,NA,NA,incongruent,image408,image143,FALSE,2850.5
8,3,18,pre,retrieval,NA,NA,NA,incongruent,image143,image408,FALSE,1750.2999999523163
8,3,19,pre,memory,image13,image287,left,congruent,NA,NULL,FALSE,NA
8,3,19,pre,memory,image423,image361,right,congruent,NA,right,TRUE,1598.5
8,3,19,pre,memory,image362,image421,left,congruent,NA,left,TRUE,1532.800000011921
8,3,19,pre,retrieval,NA,NA,NA,congruent,image361,image361,TRUE,3992.800000011921
8,3,19,pre,retrieval,NA,NA,NA,congruent,image13,image13,TRUE,4145.100000023842
8,3,19,pre,retrieval,NA,NA,NA,congruent,image362,image362,TRUE,820.8000000119209
8,3,20,pre,memory,image429,image163,left,congruent,NA,left,TRUE,1467.4000000357628
8,3,20,pre,memory,image118,image194,right,congruent,NA,right,TRUE,1043
8,3,20,pre,memory,image336,image153,left,incongruent,NA,right,TRUE,924.6999999880791
8,3,20,pre,retrieval,NA,NA,NA,congruent,image194,image194,TRUE,2801.599999964237
8,3,20,pre,retrieval,NA,NA,NA,incongruent,image336,image336,TRUE,1479.199999988079
8,3,20,pre,retrieval,NA,NA,NA,congruent,image429,image429,TRUE,2616.300000011921
20,1,1,retro,memory,image431,image325,right,congruent,NA,NULL,FALSE,NA
20,1,1,retro,memory,image126,image120,left,incongruent,NA,right,TRUE,1016
20,1,1,retro,memory,image40,image220,right,incongruent,NA,left,TRUE,1213
20,1,1,retro,retrieval,NA,NA,NA,incongruent,image220,image220,TRUE,1575
20,1,1,retro,retrieval,NA,NA,NA,incongruent,image126,image40,FALSE,766
20,1,1,retro,retrieval,NA,NA,NA,congruent,image325,image120,FALSE,2232
20,1,2,retro,memory,image350,image417,right,congruent,NA,right,TRUE,1551
20,1,2,retro,memory,image393,image103,right,congruent,NA,right,TRUE,1420
20,1,2,retro,memory,image73,image260,left,incongruent,NA,right,TRUE,1307
20,1,2,retro,retrieval,NA,NA,NA,congruent,image103,image103,TRUE,2489
20,1,2,retro,retrieval,NA,NA,NA,incongruent,image73,image350,FALSE,3750
20,1,2,retro,retrieval,NA,NA,NA,congruent,image417,image417,TRUE,1610
20,1,3,retro,memory,image113,image218,right,incongruent,NA,left,TRUE,1608
20,1,3,retro,memory,image197,image96,left,congruent,NA,left,TRUE,1384
20,1,3,retro,memory,image279,image259,right,incongruent,NA,right,FALSE,1641
20,1,3,retro,retrieval,NA,NA,NA,incongruent,image218,image218,TRUE,4172
20,1,3,retro,retrieval,NA,NA,NA,congruent,image197,image197,TRUE,1045
20,1,3,retro,retrieval,NA,NA,NA,incongruent,image259,image279,FALSE,3318
20,1,4,retro,memory,image293,image338,left,congruent,NA,left,TRUE,1617
20,1,4,retro,memory,image42,image1,left,congruent,NA,left,TRUE,1134
20,1,4,retro,memory,image57,image178,left,incongruent,NA,right,TRUE,1106
20,1,4,retro,retrieval,NA,NA,NA,incongruent,image57,image57,TRUE,1964
20,1,4,retro,retrieval,NA,NA,NA,congruent,image293,image293,TRUE,3057
20,1,4,retro,retrieval,NA,NA,NA,congruent,image42,image42,TRUE,2230
20,1,5,retro,memory,image32,image158,left,congruent,NA,NULL,FALSE,NA
20,1,5,retro,memory,image384,image402,right,incongruent,NA,left,TRUE,1546
20,1,5,retro,memory,image208,image324,left,congruent,NA,left,TRUE,1671
20,1,5,retro,retrieval,NA,NA,NA,congruent,image208,image208,TRUE,1825
20,1,5,retro,retrieval,NA,NA,NA,congruent,image32,image402,FALSE,1247
20,1,5,retro,retrieval,NA,NA,NA,incongruent,image402,image32,FALSE,1214
20,1,6,retro,memory,image385,image188,right,incongruent,NA,left,TRUE,1777
20,1,6,retro,memory,image309,image91,left,incongruent,NA,right,TRUE,1117
20,1,6,retro,memory,image116,image195,right,congruent,NA,right,TRUE,1402
20,1,6,retro,retrieval,NA,NA,NA,incongruent,image309,image309,TRUE,1686
20,1,6,retro,retrieval,NA,NA,NA,congruent,image195,image188,FALSE,3832
20,1,6,retro,retrieval,NA,NA,NA,incongruent,image188,image188,TRUE,2128
20,1,7,retro,memory,image77,image160,left,congruent,NA,left,TRUE,1561
20,1,7,retro,memory,image396,image125,right,incongruent,NA,left,TRUE,1666
20,1,7,retro,memory,image263,image215,left,incongruent,NA,NULL,FALSE,NA
20,1,7,retro,retrieval,NA,NA,NA,incongruent,image263,image263,TRUE,1132
20,1,7,retro,retrieval,NA,NA,NA,congruent,image77,image215,FALSE,2424
20,1,7,retro,retrieval,NA,NA,NA,incongruent,image125,image125,TRUE,404
20,1,8,retro,memory,image119,image248,right,congruent,NA,right,TRUE,1189
20,1,8,retro,memory,image397,image243,left,incongruent,NA,NULL,FALSE,NA
20,1,8,retro,memory,image212,image355,right,congruent,NA,right,TRUE,1295
20,1,8,retro,retrieval,NA,NA,NA,congruent,image248,image376,FALSE,2269
20,1,8,retro,retrieval,NA,NA,NA,congruent,image355,image355,TRUE,2214
20,1,8,retro,retrieval,NA,NA,NA,incongruent,image397,image248,FALSE,1504
20,1,9,retro,memory,image422,image408,right,incongruent,NA,left,TRUE,1558
20,1,9,retro,memory,image59,image151,left,incongruent,NA,right,TRUE,1483
20,1,9,retro,memory,image269,image187,left,incongruent,NA,right,TRUE,1331
20,1,9,retro,retrieval,NA,NA,NA,incongruent,image269,image269,TRUE,2160
20,1,9,retro,retrieval,NA,NA,NA,incongruent,image59,image59,TRUE,2226
20,1,9,retro,retrieval,NA,NA,NA,incongruent,image408,image408,TRUE,3132
20,1,10,retro,memory,image72,image118,left,incongruent,NA,right,TRUE,1345
20,1,10,retro,memory,image140,image323,right,congruent,NA,right,TRUE,1898
20,1,10,retro,memory,image174,image179,right,incongruent,NA,left,TRUE,1370
20,1,10,retro,retrieval,NA,NA,NA,incongruent,image72,image72,TRUE,2766
20,1,10,retro,retrieval,NA,NA,NA,incongruent,image179,image174,FALSE,1186
20,1,10,retro,retrieval,NA,NA,NA,congruent,image323,image323,TRUE,2306
20,1,11,retro,memory,image253,image63,right,congruent,NA,right,TRUE,1517
20,1,11,retro,memory,image189,image255,right,incongruent,NA,left,TRUE,1641
20,1,11,retro,memory,image207,image237,right,congruent,NA,right,TRUE,1721
20,1,11,retro,retrieval,NA,NA,NA,incongruent,image255,image255,TRUE,1705
20,1,11,retro,retrieval,NA,NA,NA,congruent,image63,image63,TRUE,2105
20,1,11,retro,retrieval,NA,NA,NA,congruent,image237,image237,TRUE,1001
20,1,12,retro,memory,image21,image205,left,incongruent,NA,right,TRUE,1558
20,1,12,retro,memory,image398,image167,left,congruent,NA,left,TRUE,1637
20,1,12,retro,memory,image222,image136,left,congruent,NA,left,TRUE,1604
20,1,12,retro,retrieval,NA,NA,NA,congruent,image222,image222,TRUE,2325
20,1,12,retro,retrieval,NA,NA,NA,congruent,image398,image398,TRUE,918
20,1,12,retro,retrieval,NA,NA,NA,incongruent,image21,image21,TRUE,3528
20,1,13,retro,memory,image415,image416,left,incongruent,NA,right,TRUE,1630
20,1,13,retro,memory,image78,image156,right,incongruent,NA,left,TRUE,1162
20,1,13,retro,memory,image389,image200,left,congruent,NA,left,TRUE,1893
20,1,13,retro,retrieval,NA,NA,NA,incongruent,image415,image415,TRUE,3027
20,1,13,retro,retrieval,NA,NA,NA,congruent,image389,image78,FALSE,1880
20,1,13,retro,retrieval,NA,NA,NA,incongruent,image156,image389,FALSE,676
20,1,14,retro,memory,image138,image225,right,congruent,NA,right,TRUE,1397
20,1,14,retro,memory,image71,image169,left,incongruent,NA,right,TRUE,918
20,1,14,retro,memory,image235,image424,left,incongruent,NA,right,TRUE,1409
20,1,14,retro,retrieval,NA,NA,NA,congruent,image225,image225,TRUE,2598
20,1,14,retro,retrieval,NA,NA,NA,incongruent,image235,image235,TRUE,3121
20,1,14,retro,retrieval,NA,NA,NA,incongruent,image71,image169,FALSE,637
20,1,15,retro,memory,image327,image223,left,incongruent,NA,right,TRUE,1153
20,1,15,retro,memory,image395,image301,left,incongruent,NA,right,TRUE,1519
20,1,15,retro,memory,image35,image82,right,incongruent,NA,left,TRUE,1361
20,1,15,retro,retrieval,NA,NA,NA,incongruent,image327,image35,FALSE,2542
20,1,15,retro,retrieval,NA,NA,NA,incongruent,image395,image223,FALSE,2688
20,1,15,retro,retrieval,NA,NA,NA,incongruent,image82,image82,TRUE,618
20,1,16,retro,memory,image133,image303,right,incongruent,NA,NULL,FALSE,NA
20,1,16,retro,memory,image164,image284,left,incongruent,NA,right,TRUE,1291
20,1,16,retro,memory,image60,image154,left,congruent,NA,left,TRUE,1302
20,1,16,retro,retrieval,NA,NA,NA,incongruent,image303,image133,FALSE,1552
20,1,16,retro,retrieval,NA,NA,NA,congruent,image60,image60,TRUE,2324
20,1,16,retro,retrieval,NA,NA,NA,incongruent,image164,image284,FALSE,528
20,1,17,retro,memory,image336,image373,left,incongruent,NA,right,TRUE,1939
20,1,17,retro,memory,image95,image228,right,congruent,NA,right,TRUE,1171
20,1,17,retro,memory,image54,image81,right,incongruent,NA,NULL,FALSE,NA
20,1,17,retro,retrieval,NA,NA,NA,incongruent,image336,image336,TRUE,2623
20,1,17,retro,retrieval,NA,NA,NA,incongruent,image81,image373,FALSE,2761
20,1,17,retro,retrieval,NA,NA,NA,congruent,image228,image81,FALSE,3383
20,1,18,retro,memory,image128,image426,left,incongruent,NA,right,TRUE,1832
20,1,18,retro,memory,image168,image337,left,incongruent,NA,right,TRUE,1524
20,1,18,retro,memory,image425,image390,left,congruent,NA,left,TRUE,1588
20,1,18,retro,retrieval,NA,NA,NA,congruent,image425,image425,TRUE,1680
20,1,18,retro,retrieval,NA,NA,NA,incongruent,image128,image426,FALSE,5666
20,1,18,retro,retrieval,NA,NA,NA,incongruent,image168,image168,TRUE,528
20,1,19,retro,memory,image358,image135,right,incongruent,NA,left,TRUE,1914
20,1,19,retro,memory,image401,image305,right,incongruent,NA,left,TRUE,1756
20,1,19,retro,memory,image399,image265,right,congruent,NA,NULL,FALSE,NA
20,1,19,retro,retrieval,NA,NA,NA,incongruent,image305,image305,TRUE,1663
20,1,19,retro,retrieval,NA,NA,NA,incongruent,image135,image135,TRUE,2168
20,1,19,retro,retrieval,NA,NA,NA,congruent,image265,image265,TRUE,1109
20,1,20,retro,memory,image216,image173,left,incongruent,NA,right,TRUE,1806
20,1,20,retro,memory,image319,image335,left,congruent,NA,left,TRUE,1369
20,1,20,retro,memory,image86,image107,right,congruent,NA,right,TRUE,1235
20,1,20,retro,retrieval,NA,NA,NA,incongruent,image216,image216,TRUE,3434
20,1,20,retro,retrieval,NA,NA,NA,congruent,image319,image319,TRUE,4069
20,1,20,retro,retrieval,NA,NA,NA,congruent,image107,image173,FALSE,1991
20,2,1,control,memory,image413,image26,left,congruent,NA,left,TRUE,1347
20,2,1,control,memory,image16,image26,left,congruent,NA,left,TRUE,1360
20,2,1,control,memory,image178,image26,left,congruent,NA,left,TRUE,1084
20,2,1,control,retrieval,NA,NA,NA,congruent,image16,image16,TRUE,2302
20,2,1,control,retrieval,NA,NA,NA,congruent,image413,image413,TRUE,5305
20,2,1,control,retrieval,NA,NA,NA,congruent,image178,image178,TRUE,3704
20,2,2,control,memory,image340,image26,left,incongruent,NA,NULL,FALSE,NA
20,2,2,control,memory,image7,image26,left,incongruent,NA,right,TRUE,1188
20,2,2,control,memory,image381,image26,left,incongruent,NA,right,TRUE,1475
20,2,2,control,retrieval,NA,NA,NA,incongruent,image340,image340,TRUE,3840
20,2,2,control,retrieval,NA,NA,NA,incongruent,image381,image381,TRUE,2952
20,2,2,control,retrieval,NA,NA,NA,incongruent,image7,image7,TRUE,645
20,2,3,control,memory,image26,image15,right,incongruent,NA,left,TRUE,1484
20,2,3,control,memory,image130,image26,left,congruent,NA,left,TRUE,1215
20,2,3,control,memory,image77,image26,left,congruent,NA,left,TRUE,958
20,2,3,control,retrieval,NA,NA,NA,congruent,image77,image77,TRUE,1310
20,2,3,control,retrieval,NA,NA,NA,incongruent,image15,image15,TRUE,3013
20,2,3,control,retrieval,NA,NA,NA,congruent,image130,image130,TRUE,306
20,2,4,control,memory,image276,image26,left,congruent,NA,left,TRUE,1392
20,2,4,control,memory,image286,image26,left,congruent,NA,left,TRUE,785
20,2,4,control,memory,image26,image39,right,incongruent,NA,left,TRUE,1628
20,2,4,control,retrieval,NA,NA,NA,incongruent,image39,image39,TRUE,2538
20,2,4,control,retrieval,NA,NA,NA,congruent,image286,image286,TRUE,2435
20,2,4,control,retrieval,NA,NA,NA,congruent,image276,image276,TRUE,477
20,2,5,control,memory,image26,image47,right,incongruent,NA,left,TRUE,1746
20,2,5,control,memory,image26,image266,right,incongruent,NA,left,TRUE,1398
20,2,5,control,memory,image26,image27,right,incongruent,NA,left,TRUE,1550
20,2,5,control,retrieval,NA,NA,NA,incongruent,image266,image266,TRUE,4782
20,2,5,control,retrieval,NA,NA,NA,incongruent,image27,NULL,FALSE,NA
20,2,5,control,retrieval,NA,NA,NA,incongruent,image47,image47,TRUE,1167
20,2,6,control,memory,image321,image26,left,congruent,NA,left,TRUE,1253
20,2,6,control,memory,image26,image369,right,congruent,NA,right,TRUE,1450
20,2,6,control,memory,image26,image124,right,congruent,NA,right,TRUE,915
20,2,6,control,retrieval,NA,NA,NA,congruent,image124,image124,TRUE,1577
20,2,6,control,retrieval,NA,NA,NA,congruent,image321,image321,TRUE,2795
20,2,6,control,retrieval,NA,NA,NA,congruent,image369,image369,TRUE,498
20,2,7,control,memory,image26,image344,right,incongruent,NA,left,TRUE,1699
20,2,7,control,memory,image326,image26,left,incongruent,NA,right,TRUE,1131
20,2,7,control,memory,image176,image26,left,congruent,NA,left,TRUE,953
20,2,7,control,retrieval,NA,NA,NA,incongruent,image344,image344,TRUE,4299
20,2,7,control,retrieval,NA,NA,NA,congruent,image176,image176,TRUE,1321
20,2,7,control,retrieval,NA,NA,NA,incongruent,image326,image326,TRUE,1501
20,2,8,control,memory,image17,image26,left,incongruent,NA,right,TRUE,1378
20,2,8,control,memory,image341,image26,left,incongruent,NA,right,TRUE,1596
20,2,8,control,memory,image26,image233,right,incongruent,NA,left,TRUE,1402
20,2,8,control,retrieval,NA,NA,NA,incongruent,image17,image233,FALSE,2826
20,2,8,control,retrieval,NA,NA,NA,incongruent,image341,image341,TRUE,5528
20,2,8,control,retrieval,NA,NA,NA,incongruent,image233,image233,TRUE,1536
20,2,9,control,memory,image117,image26,left,incongruent,NA,right,TRUE,1822
20,2,9,control,memory,image26,image262,right,incongruent,NA,NULL,FALSE,NA
20,2,9,control,memory,image279,image26,left,congruent,NA,left,TRUE,1260
20,2,9,control,retrieval,NA,NA,NA,congruent,image279,image279,TRUE,1768
20,2,9,control,retrieval,NA,NA,NA,incongruent,image117,image117,TRUE,1138
20,2,9,control,retrieval,NA,NA,NA,incongruent,image262,image191,FALSE,905
20,2,10,control,memory,image169,image26,left,congruent,NA,left,TRUE,1200
20,2,10,control,memory,image26,image186,right,congruent,NA,right,TRUE,1305
20,2,10,control,memory,image26,image103,right,congruent,NA,right,TRUE,1444
20,2,10,control,retrieval,NA,NA,NA,congruent,image186,image186,TRUE,1860
20,2,10,control,retrieval,NA,NA,NA,congruent,image103,image103,TRUE,6485
20,2,10,control,retrieval,NA,NA,NA,congruent,image169,image169,TRUE,399
20,2,11,control,memory,image163,image26,left,incongruent,NA,right,TRUE,1897
20,2,11,control,memory,image14,image26,left,incongruent,NA,right,TRUE,1576
20,2,11,control,memory,image26,image346,right,congruent,NA,right,TRUE,1676
20,2,11,control,retrieval,NA,NA,NA,congruent,image346,image346,TRUE,1342
20,2,11,control,retrieval,NA,NA,NA,incongruent,image163,image163,TRUE,2462
20,2,11,control,retrieval,NA,NA,NA,incongruent,image14,image14,TRUE,3140
20,2,12,control,memory,image412,image26,left,incongruent,NA,right,TRUE,1291
20,2,12,control,memory,image187,image26,left,congruent,NA,left,TRUE,1011
20,2,12,control,memory,image26,image391,right,congruent,NA,right,TRUE,903
20,2,12,control,retrieval,NA,NA,NA,incongruent,image412,image412,TRUE,1566
20,2,12,control,retrieval,NA,NA,NA,congruent,image391,image391,TRUE,1668
20,2,12,control,retrieval,NA,NA,NA,congruent,image187,image187,TRUE,2531
20,2,13,control,memory,image424,image26,left,congruent,NA,left,TRUE,1086
20,2,13,control,memory,image26,image378,right,incongruent,NA,NULL,FALSE,NA
20,2,13,control,memory,image385,image26,left,congruent,NA,left,TRUE,908
20,2,13,control,retrieval,NA,NA,NA,congruent,image424,image424,TRUE,1734
20,2,13,control,retrieval,NA,NA,NA,congruent,image385,image378,FALSE,1446
