participant,blockID,trialID,condition,screenID,leftImage,rightImage,cue,congruency,correctObject,response,acc,rt
14,1,1,pre,memory,image259,image331,left,incongruent,NA,right,TRUE,1355.9000000059605
14,1,1,pre,memory,image21,image405,left,incongruent,NA,right,TRUE,1508.6000000014901
14,1,1,pre,memory,image306,image222,right,incongruent,NA,left,TRUE,1202.2000000029802
14,1,1,pre,retrieval,NA,NA,NA,incongruent,image222,image306,FALSE,3208.7999999970198
14,1,1,pre,retrieval,NA,NA,NA,incongruent,image259,image21,FALSE,1983.7999999970198
14,1,1,pre,retrieval,NA,NA,NA,incongruent,image21,image222,FALSE,1694.8000000044703
14,1,2,pre,memory,image362,image140,right,congruent,NA,NULL,FALSE,NA
14,1,2,pre,memory,image401,image32,left,congruent,NA,NULL,FALSE,NA
14,1,2,pre,memory,image93,image129,right,incongruent,NA,left,TRUE,1133.1999999955297
14,1,2,pre,retrieval,NA,NA,NA,congruent,image401,image401,TRUE,4396.30000000447
14,1,2,pre,retrieval,NA,NA,NA,congruent,image140,image140,TRUE,3828.5999999940395
14,1,2,pre,retrieval,NA,NA,NA,incongruent,image129,image93,FALSE,3612.10000000149
14,1,3,pre,memory,image4,image332,left,congruent,NA,left,TRUE,1494.1000000014901
14,1,3,pre,memory,image81,image392,right,incongruent,NA,left,TRUE,1650.3000000044703
14,1,3,pre,memory,image71,image400,right,incongruent,NA,NULL,FALSE,NA
14,1,3,pre,retrieval,NA,NA,NA,incongruent,image392,image392,TRUE,4462
14,1,3,pre,retrieval,NA,NA,NA,incongruent,image400,image400,TRUE,3793
14,1,3,pre,retrieval,NA,NA,NA,congruent,image4,image4,TRUE,896.7000000029802
14,1,4,pre,memory,image146,image99,left,incongruent,NA,right,TRUE,1457.5
14,1,4,pre,memory,image213,image136,right,incongruent,NA,left,TRUE,1896.8999999985099
14,1,4,pre,memory,image34,image72,left,incongruent,NA,NULL,FALSE,NA
14,1,4,pre,retrieval,NA,NA,NA,incongruent,image136,image136,TRUE,3237.5
14,1,4,pre,retrieval,NA,NA,NA,incongruent,image146,image146,TRUE,2142.60000000149
14,1,4,pre,retrieval,NA,NA,NA,incongruent,image34,image34,TRUE,2101
14,1,5,pre,memory,image8,image391,left,congruent,NA,left,TRUE,1206.0999999940395
14,1,5,pre,memory,image279,image417,right,congruent,NA,right,TRUE,1228.6000000014901
14,1,5,pre,memory,image102,image379,left,incongruent,NA,NULL,FALSE,NA
14,1,5,pre,retrieval,NA,NA,NA,incongruent,image102,image102,TRUE,2744.7999999970198
14,1,5,pre,retrieval,NA,NA,NA,congruent,image417,image417,TRUE,1923.8000000044703
14,1,5,pre,retrieval,NA,NA,NA,congruent,image8,image8,TRUE,1476.3999999985099
14,1,6,pre,memory,image73,image300,left,congruent,NA,left,TRUE,1221
14,1,6,pre,memory,image115,image414,right,incongruent,NA,left,TRUE,1445.2999999970198
14,1,6,pre,memory,image60,image334,right,congruent,NA,NULL,FALSE,NA
14,1,6,pre,retrieval,NA,NA,NA,congruent,image334,image60,FALSE,2733.5
14,1,6,pre,retrieval,NA,NA,NA,incongruent,image414,image414,TRUE,1456.3000000044703
14,1,6,pre,retrieval,NA,NA,NA,congruent,image73,image73,TRUE,2137.7999999970198
14,1,7,pre,memory,image177,image241,right,incongruent,NA,left,TRUE,1173.5
14,1,7,pre,memory,image133,image164,left,incongruent,NA,right,TRUE,1474.0999999940395
14,1,7,pre,memory,image82,image166,left,incongruent,NA,right,TRUE,1817.3000000044703
14,1,7,pre,retrieval,NA,NA,NA,incongruent,image133,image133,TRUE,2822.6999999955297
14,1,7,pre,retrieval,NA,NA,NA,incongruent,image241,image82,FALSE,1208.2999999970198
14,1,7,pre,retrieval,NA,NA,NA,incongruent,image82,image241,FALSE,588.8000000044703
14,1,8,pre,memory,image149,image324,left,incongruent,NA,right,TRUE,1030.7999999970198
14,1,8,pre,memory,image244,image321,right,incongruent,NA,left,TRUE,1513.6000000014901
14,1,8,pre,memory,image301,image287,right,congruent,NA,right,TRUE,1649.6000000014901
14,1,8,pre,retrieval,NA,NA,NA,incongruent,image321,image321,TRUE,2186.89999999851
14,1,8,pre,retrieval,NA,NA,NA,incongruent,image149,image149,TRUE,1589.3000000044703
14,1,8,pre,retrieval,NA,NA,NA,congruent,image287,image287,TRUE,1101.8999999985099
14,1,9,pre,memory,image13,image28,right,congruent,NA,NULL,FALSE,NA
14,1,9,pre,memory,image342,image343,left,incongruent,NA,right,TRUE,1088.6999999955297
14,1,9,pre,memory,image31,image278,left,incongruent,NA,right,TRUE,1076.8999999985099
14,1,9,pre,retrieval,NA,NA,NA,congruent,image28,image28,TRUE,2498.2999999970198
14,1,9,pre,retrieval,NA,NA,NA,incongruent,image31,image342,FALSE,2940.89999999851
14,1,9,pre,retrieval,NA,NA,NA,incongruent,image342,image31,FALSE,1093.8000000044703
14,1,10,pre,memory,image161,image204,right,incongruent,NA,left,TRUE,1352.8000000044703
14,1,10,pre,memory,image364,image152,left,congruent,NA,right,FALSE,1721.8000000044703
14,1,10,pre,memory,image238,image381,right,congruent,NA,NULL,FALSE,NA
14,1,10,pre,retrieval,NA,NA,NA,congruent,image364,image364,TRUE,2319.7000000029802
14,1,10,pre,retrieval,NA,NA,NA,incongruent,image204,image204,TRUE,2015.9000000059605
14,1,10,pre,retrieval,NA,NA,NA,congruent,image381,image381,TRUE,2115.7000000029802
14,1,11,pre,memory,image156,image388,left,congruent,NA,left,TRUE,967.4000000059605
14,1,11,pre,memory,image425,image208,left,incongruent,NA,right,TRUE,1662.5
14,1,11,pre,memory,image389,image397,right,congruent,NA,right,TRUE,1469.2000000029802
14,1,11,pre,retrieval,NA,NA,NA,congruent,image156,image156,TRUE,3750.7999999970198
14,1,11,pre,retrieval,NA,NA,NA,congruent,image397,image425,FALSE,2084
14,1,11,pre,retrieval,NA,NA,NA,incongruent,image425,image397,FALSE,1404.8999999985099
14,1,12,pre,memory,image255,image299,right,incongruent,NA,left,TRUE,1175.1000000014901
14,1,12,pre,memory,image307,image14,left,incongruent,NA,right,TRUE,1295.8999999985099
14,1,12,pre,memory,image234,image370,left,congruent,NA,left,TRUE,1870
14,1,12,pre,retrieval,NA,NA,NA,congruent,image234,image307,FALSE,5395.89999999851
14,1,12,pre,retrieval,NA,NA,NA,incongruent,image299,image307,FALSE,3739.0999999940395
14,1,12,pre,retrieval,NA,NA,NA,incongruent,image307,image299,FALSE,5666
14,1,13,pre,memory,image314,image346,right,incongruent,NA,left,TRUE,1085.5999999940395
14,1,13,pre,memory,image185,image253,right,incongruent,NA,left,TRUE,1342.7000000029802
14,1,13,pre,memory,image359,image47,right,congruent,NA,left,FALSE,1586.5
14,1,13,pre,retrieval,NA,NA,NA,incongruent,image253,image253,TRUE,2530.3000000044703
14,1,13,pre,retrieval,NA,NA,NA,congruent,image47,image47,TRUE,4511
14,1,13,pre,retrieval,NA,NA,NA,incongruent,image346,image346,TRUE,1248.0999999940395
14,1,14,pre,memory,image141,image320,left,congruent,NA,NULL,FALSE,NA
14,1,14,pre,memory,image217,image237,right,incongruent,NA,NULL,FALSE,NA
14,1,14,pre,memory,image428,image50,right,congruent,NA,right,TRUE,1033.4000000059605
14,1,14,pre,retrieval,NA,NA,NA,congruent,image141,image428,FALSE,2656.5
14,1,14,pre,retrieval,NA,NA,NA,incongruent,image237,image320,FALSE,3430.7999999970198
14,1,14,pre,retrieval,NA,NA,NA,congruent,image50,image217,FALSE,978.3999999985099
14,1,15,pre,memory,image284,image2,left,incongruent,NA,NULL,FALSE,NA
14,1,15,pre,memory,image56,image171,left,incongruent,NA,right,TRUE,1568.7000000029802
14,1,15,pre,memory,image130,image151,right,congruent,NA,right,TRUE,1418.8999999985099
14,1,15,pre,retrieval,NA,NA,NA,congruent,image151,image171,FALSE,5068.39999999851
14,1,15,pre,retrieval,NA,NA,NA,incongruent,image56,image171,FALSE,1911.2000000029802
14,1,15,pre,retrieval,NA,NA,NA,incongruent,image284,image284,TRUE,355.3999999985099
14,1,16,pre,memory,image380,image356,right,congruent,NA,right,TRUE,1458.3000000044703
14,1,16,pre,memory,image216,image78,left,congruent,NA,NULL,FALSE,NA
14,1,16,pre,memory,image154,image419,left,congruent,NA,left,TRUE,1776.2999999970198
14,1,16,pre,retrieval,NA,NA,NA,congruent,image216,image78,FALSE,2786.8000000044703
14,1,16,pre,retrieval,NA,NA,NA,congruent,image154,image216,FALSE,1101.6000000014901
14,1,16,pre,retrieval,NA,NA,NA,congruent,image356,image356,TRUE,4491.69999999553
14,1,17,pre,memory,image197,image6,left,incongruent,NA,right,TRUE,1283.7000000029802
14,1,17,pre,memory,image186,image292,right,congruent,NA,right,TRUE,1367.3999999985099
14,1,17,pre,memory,image40,image421,right,congruent,NA,NULL,FALSE,NA
14,1,17,pre,retrieval,NA,NA,NA,incongruent,image197,image197,TRUE,3970.7000000029802
14,1,17,pre,retrieval,NA,NA,NA,congruent,image421,image292,FALSE,1260.5
14,1,17,pre,retrieval,NA,NA,NA,congruent,image292,image421,FALSE,2236.6999999955297
14,1,18,pre,memory,image159,image53,right,congruent,NA,right,TRUE,1339.6000000014901
14,1,18,pre,memory,image94,image426,left,congruent,NA,left,TRUE,1808.3999999985099
14,1,18,pre,memory,image135,image385,right,incongruent,NA,left,TRUE,1663.6999999955297
14,1,18,pre,retrieval,NA,NA,NA,incongruent,image385,image385,TRUE,2265.39999999851
14,1,18,pre,retrieval,NA,NA,NA,congruent,image94,image94,TRUE,2086.5
14,1,18,pre,retrieval,NA,NA,NA,congruent,image53,image53,TRUE,5826.10000000149
14,1,19,pre,memory,image399,image351,left,congruent,NA,left,TRUE,1132.2000000029802
14,1,19,pre,memory,image375,image326,left,incongruent,NA,NULL,FALSE,NA
14,1,19,pre,memory,image182,image142,right,congruent,NA,left,FALSE,1497.3999999985099
14,1,19,pre,retrieval,NA,NA,NA,congruent,image142,image142,TRUE,2955.5
14,1,19,pre,retrieval,NA,NA,NA,incongruent,image375,image375,TRUE,5541.79999999702
14,1,19,pre,retrieval,NA,NA,NA,congruent,image399,image399,TRUE,1675.7999999970198
14,1,20,pre,memory,image7,image360,left,congruent,NA,left,TRUE,1851.2000000029802
14,1,20,pre,memory,image207,image55,right,incongruent,NA,left,TRUE,1875.3999999985099
14,1,20,pre,memory,image248,image189,right,congruent,NA,NULL,FALSE,NA
14,1,20,pre,retrieval,NA,NA,NA,congruent,image7,image55,FALSE,4845.20000000298
14,1,20,pre,retrieval,NA,NA,NA,incongruent,image55,image189,FALSE,1401.7999999970198
14,1,20,pre,retrieval,NA,NA,NA,congruent,image189,image248,FALSE,3408.60000000149
14,2,1,control,memory,image254,image26,left,incongruent,NA,right,TRUE,1479
14,2,1,control,memory,image26,image62,right,congruent,NA,left,FALSE,1960.1000000014901
14,2,1,control,memory,image340,image26,left,congruent,NA,right,FALSE,1695.2999999970198
14,2,1,control,retrieval,NA,NA,NA,congruent,image62,image62,TRUE,1571.3999999985099
14,2,1,control,retrieval,NA,NA,NA,congruent,image340,image340,TRUE,2374.7999999970198
14,2,1,control,retrieval,NA,NA,NA,incongruent,image254,image254,TRUE,1016.5
14,2,2,control,memory,image26,image59,right,congruent,NA,NULL,FALSE,NA
14,2,2,control,memory,image26,image263,right,congruent,NA,left,FALSE,1781.1999999955297
14,2,2,control,memory,image26,image317,right,congruent,NA,right,TRUE,1171.7000000029802
14,2,2,control,retrieval,NA,NA,NA,congruent,image317,image317,TRUE,3954.89999999851
14,2,2,control,retrieval,NA,NA,NA,congruent,image263,image263,TRUE,1630.1999999955297
14,2,2,control,retrieval,NA,NA,NA,congruent,image59,image317,FALSE,9855.59999999404
14,2,3,control,memory,image26,image353,right,congruent,NA,right,TRUE,1681.8000000044703
14,2,3,control,memory,image68,image26,left,incongruent,NA,right,TRUE,1324.3000000044703
14,2,3,control,memory,image26,image205,right,incongruent,NA,left,TRUE,1442.1000000014901
14,2,3,control,retrieval,NA,NA,NA,congruent,image353,image353,TRUE,4321.20000000298
14,2,3,control,retrieval,NA,NA,NA,incongruent,image205,image205,TRUE,8137.80000000447
14,2,3,control,retrieval,NA,NA,NA,incongruent,image68,image68,TRUE,868.3999999985099
14,2,4,control,memory,image26,image239,right,congruent,NA,right,TRUE,1679.8999999985099
14,2,4,control,memory,image198,image26,left,congruent,NA,NULL,FALSE,NA
14,2,4,control,memory,image26,image420,right,incongruent,NA,NULL,FALSE,NA
14,2,4,control,retrieval,NA,NA,NA,congruent,image198,image198,TRUE,1702.7000000029802
14,2,4,control,retrieval,NA,NA,NA,congruent,image239,image239,TRUE,1323.3000000044703
14,2,4,control,retrieval,NA,NA,NA,incongruent,image420,image420,TRUE,6650.5
14,2,5,control,memory,image26,image168,right,congruent,NA,NULL,FALSE,NA
14,2,5,control,memory,image26,image125,right,congruent,NA,right,TRUE,1398.5
14,2,5,control,memory,image308,image26,left,congruent,NA,left,TRUE,1632.5
14,2,5,control,retrieval,NA,NA,NA,congruent,image308,image308,TRUE,2168.10000000149
14,2,5,control,retrieval,NA,NA,NA,congruent,image168,image125,FALSE,1606
14,2,5,control,retrieval,NA,NA,NA,congruent,image125,image168,FALSE,3052.3000000044703
14,2,6,control,memory,image394,image26,left,congruent,NA,left,TRUE,1618.3999999985099
14,2,6,control,memory,image193,image26,left,incongruent,NA,right,TRUE,1308
14,2,6,control,memory,image26,image232,right,incongruent,NA,left,TRUE,1511.5
14,2,6,control,retrieval,NA,NA,NA,incongruent,image193,image193,TRUE,1906
14,2,6,control,retrieval,NA,NA,NA,incongruent,image232,image232,TRUE,1259.0999999940395
14,2,6,control,retrieval,NA,NA,NA,congruent,image394,image394,TRUE,3266
14,2,7,control,memory,image26,image273,right,incongruent,NA,left,TRUE,1219.6000000014901
14,2,7,control,memory,image26,image258,right,congruent,NA,left,FALSE,1107.7999999970198
14,2,7,control,memory,image138,image26,left,congruent,NA,left,TRUE,1454.7000000029802
14,2,7,control,retrieval,NA,NA,NA,congruent,image138,image138,TRUE,2018.4000000059605
14,2,7,control,retrieval,NA,NA,NA,incongruent,image273,image273,TRUE,2164.39999999851
14,2,7,control,retrieval,NA,NA,NA,congruent,image258,image258,TRUE,4085.10000000149
14,2,8,control,memory,image241,image26,left,incongruent,NA,right,TRUE,1776.3999999985099
14,2,8,control,memory,image26,image424,right,incongruent,NA,left,TRUE,1362.5
14,2,8,control,memory,image64,image26,left,incongruent,NA,right,TRUE,1499.1999999955297
14,2,8,control,retrieval,NA,NA,NA,incongruent,image64,image64,TRUE,2099.1999999955297
14,2,8,control,retrieval,NA,NA,NA,incongruent,image424,image424,TRUE,1910.3999999985099
14,2,8,control,retrieval,NA,NA,NA,incongruent,image241,image241,TRUE,3884.4000000059605
14,2,9,control,memory,image26,image1,right,congruent,NA,right,TRUE,1319.3999999985099
14,2,9,control,memory,image338,image26,left,congruent,NA,right,FALSE,1620.9000000059605
14,2,9,control,memory,image26,image63,right,incongruent,NA,left,TRUE,1248.6000000014901
14,2,9,control,retrieval,NA,NA,NA,congruent,image1,image1,TRUE,3069.3000000044703
14,2,9,control,retrieval,NA,NA,NA,congruent,image338,NULL,FALSE,NA
14,2,9,control,retrieval,NA,NA,NA,incongruent,image63,image63,TRUE,1462.8000000044703
14,2,10,control,memory,image26,image301,right,incongruent,NA,left,TRUE,1434.1000000014901
14,2,10,control,memory,image26,image412,right,congruent,NA,left,FALSE,1321.1000000014901
14,2,10,control,memory,image26,image93,right,congruent,NA,right,TRUE,1251
14,2,10,control,retrieval,NA,NA,NA,congruent,image412,image412,TRUE,1965.1000000014901
14,2,10,control,retrieval,NA,NA,NA,incongruent,image301,image301,TRUE,3674.39999999851
14,2,10,control,retrieval,NA,NA,NA,congruent,image93,image93,TRUE,1130.3999999985099
14,2,11,control,memory,image371,image26,left,congruent,NA,right,FALSE,1460
14,2,11,control,memory,image104,image26,left,congruent,NA,left,TRUE,1842.3999999985099
14,2,11,control,memory,image413,image26,left,incongruent,NA,right,TRUE,1282.2000000029802
14,2,11,control,retrieval,NA,NA,NA,congruent,image104,image104,TRUE,1339.9000000059605
14,2,11,control,retrieval,NA,NA,NA,congruent,image371,image371,TRUE,1681
14,2,11,control,retrieval,NA,NA,NA,incongruent,image413,image413,TRUE,3172.60000000149
14,2,12,control,memory,image60,image26,left,incongruent,NA,right,TRUE,1125.5
14,2,12,control,memory,image26,image32,right,incongruent,NA,left,TRUE,1108.7999999970198
14,2,12,control,memory,image26,image39,right,congruent,NA,right,TRUE,1220.8000000044703
14,2,12,control,retrieval,NA,NA,NA,incongruent,image60,image60,TRUE,2963.89999999851
14,2,12,control,retrieval,NA,NA,NA,incongruent,image32,image32,TRUE,3303.6999999955297
14,2,12,control,retrieval,NA,NA,NA,congruent,image39,image39,TRUE,6551.79999999702
14,2,13,control,memory,image320,image26,left,incongruent,NA,right,TRUE,1740.6000000014901
14,2,13,control,memory,image26,image408,right,congruent,NA,right,TRUE,1485.2999999970198
14,2,13,control,memory,image26,image315,right,congruent,NA,right,TRUE,1666.8999999985099
14,2,13,control,retrieval,NA,NA,NA,congruent,image408,image408,TRUE,2684
14,2,13,control,retrieval,NA,NA,NA,congruent,image315,image315,TRUE,7375.20000000298
14,2,13,control,retrieval,NA,NA,NA,incongruent,image320,image320,TRUE,2956.60000000149
14,2,14,control,memory,image26,image202,right,congruent,NA,right,TRUE,1556.5
14,2,14,control,memory,image26,image264,right,congruent,NA,NULL,FALSE,NA
14,2,14,control,memory,image286,image26,left,incongruent,NA,right,TRUE,1096.3999999985099
14,2,14,control,retrieval,NA,NA,NA,congruent,image264,image202,FALSE,3089.7999999970198
14,2,14,control,retrieval,NA,NA,NA,incongruent,image286,image286,TRUE,2256.7999999970198
14,2,14,control,retrieval,NA,NA,NA,congruent,image202,image264,FALSE,1687.4000000059605
14,2,15,control,memory,image77,image26,left,incongruent,NA,right,TRUE,1462.2999999970198
14,2,15,control,memory,image26,image92,right,congruent,NA,right,TRUE,1455.5
14,2,15,control,memory,image344,image26,left,congruent,NA,left,TRUE,1476.8000000044703
14,2,15,control,retrieval,NA,NA,NA,incongruent,image77,image77,TRUE,2930.5
14,2,15,control,retrieval,NA,NA,NA,congruent,image344,image92,FALSE,4241.79999999702
14,2,15,control,retrieval,NA,NA,NA,congruent,image92,image418,FALSE,7627.69999999553
14,2,16,control,memory,image26,image330,right,incongruent,NA,left,TRUE,1131.3999999985099
14,2,16,control,memory,image26,image357,right,congruent,NA,right,TRUE,1306.8999999985099
14,2,16,control,memory,image404,image26,left,congruent,NA,right,FALSE,986
14,2,16,control,retrieval,NA,NA,NA,incongruent,image330,image330,TRUE,3241.8000000044703
14,2,16,control,retrieval,NA,NA,NA,congruent,image357,image357,TRUE,3244.89999999851
14,2,16,control,retrieval,NA,NA,NA,congruent,image404,image357,FALSE,9244.79999999702
14,2,17,control,memory,image260,image26,left,incongruent,NA,right,TRUE,1388
14,2,17,control,memory,image37,image26,left,congruent,NA,left,TRUE,1171.6000000014901
14,2,17,control,memory,image294,image26,left,congruent,NA,NULL,FALSE,NA
14,2,17,control,retrieval,NA,NA,NA,congruent,image37,image260,FALSE,3189.39999999851
14,2,17,control,retrieval,NA,NA,NA,congruent,image294,image76,FALSE,6195.70000000298
14,2,17,control,retrieval,NA,NA,NA,incongruent,image260,image294,FALSE,2093.0999999940395
14,2,18,control,memory,image296,image26,left,congruent,NA,left,TRUE,1272.9000000059605
14,2,18,control,memory,image178,image26,left,incongruent,NA,right,TRUE,1152.3000000044703
14,2,18,control,memory,image26,image112,right,congruent,NA,left,FALSE,1314.2000000029802
14,2,18,control,retrieval,NA,NA,NA,congruent,image112,image112,TRUE,2855.6999999955297
14,2,18,control,retrieval,NA,NA,NA,congruent,image296,image296,TRUE,1462.8999999985099
14,2,18,control,retrieval,NA,NA,NA,incongruent,image178,image178,TRUE,1158.7000000029802
14,2,19,control,memory,image165,image26,left,congruent,NA,left,TRUE,1187.7999999970198
14,2,19,control,memory,image23,image26,left,congruent,NA,left,TRUE,1336.8000000044703
14,2,19,control,memory,image110,image26,left,congruent,NA,right,FALSE,1397.1000000014901
14,2,19,control,retrieval,NA,NA,NA,congruent,image23,image23,TRUE,3847
14,2,19,control,retrieval,NA,NA,NA,congruent,image110,image110,TRUE,2500.39999999851
14,2,19,control,retrieval,NA,NA,NA,congruent,image165,image165,TRUE,2850.0999999940395
14,2,20,control,memory,image176,image26,left,incongruent,NA,right,TRUE,1052.5999999940395
14,2,20,control,memory,image26,image173,right,incongruent,NA,left,TRUE,1666.1000000014901
14,2,20,control,memory,image339,image26,left,congruent,NA,right,FALSE,929.3000000044703
14,2,20,control,retrieval,NA,NA,NA,incongruent,image173,image173,TRUE,2229.7999999970198
14,2,20,control,retrieval,NA,NA,NA,congruent,image339,image339,TRUE,1683.2000000029802
14,2,20,control,retrieval,NA,NA,NA,incongruent,image176,image176,TRUE,8834.39999999851
14,3,1,retro,memory,image361,image100,right,congruent,NA,left,FALSE,851.7999999970198
14,3,1,retro,memory,image123,image137,left,congruent,NA,left,TRUE,1391.3000000044703
14,3,1,retro,memory,image417,image40,right,incongruent,NA,left,TRUE,1621
14,3,1,retro,retrieval,NA,NA,NA,incongruent,image40,image123,FALSE,3090.39999999851
14,3,1,retro,retrieval,NA,NA,NA,congruent,image100,image123,FALSE,6226.5
14,3,1,retro,retrieval,NA,NA,NA,congruent,image123,image123,TRUE,2192.7999999970198
14,3,2,retro,memory,image402,image216,right,incongruent,NA,left,TRUE,1188.8999999985099
14,3,2,retro,memory,image238,image31,right,incongruent,NA,left,TRUE,1812.1000000014901
14,3,2,retro,memory,image272,image215,right,incongruent,NA,left,TRUE,1354
14,3,2,retro,retrieval,NA,NA,NA,incongruent,image216,image216,TRUE,6081.80000000447
14,3,2,retro,retrieval,NA,NA,NA,incongruent,image215,image215,TRUE,2269.7000000029802
14,3,2,retro,retrieval,NA,NA,NA,incongruent,image31,image31,TRUE,511.3999999985099
14,3,3,retro,memory,image333,image35,right,incongruent,NA,left,TRUE,1198.1000000014901
14,3,3,retro,memory,image276,image225,right,congruent,NA,right,TRUE,1701
14,3,3,retro,memory,image124,image49,right,congruent,NA,right,TRUE,1533.3000000044703
14,3,3,retro,retrieval,NA,NA,NA,congruent,image225,image225,TRUE,2299
14,3,3,retro,retrieval,NA,NA,NA,congruent,image49,image35,FALSE,2494.5999999940395
14,3,3,retro,retrieval,NA,NA,NA,incongruent,image35,image49,FALSE,1298.5
14,3,4,retro,memory,image431,image248,left,congruent,NA,left,TRUE,1160.6000000014901
14,3,4,retro,memory,image3,image399,left,incongruent,NA,left,FALSE,1478.8000000044703
14,3,4,retro,memory,image319,image109,right,congruent,NA,right,TRUE,945.3000000044703
14,3,4,retro,retrieval,NA,NA,NA,congruent,image109,image109,TRUE,2729.3000000044703
14,3,4,retro,retrieval,NA,NA,NA,incongruent,image3,image3,TRUE,2526.2000000029802
14,3,4,retro,retrieval,NA,NA,NA,congruent,image431,image3,FALSE,4371.60000000149
14,3,5,retro,memory,image142,image43,left,congruent,NA,left,TRUE,1011.2999999970198
14,3,5,retro,memory,image194,image192,right,congruent,NA,NULL,FALSE,NA
14,3,5,retro,memory,image409,image111,left,incongruent,NA,right,TRUE,854.1000000014901
14,3,5,retro,retrieval,NA,NA,NA,congruent,image192,image192,TRUE,1950.5
14,3,5,retro,retrieval,NA,NA,NA,incongruent,image409,image142,FALSE,2325.2999999970198
14,3,5,retro,retrieval,NA,NA,NA,congruent,image142,image194,FALSE,1403.1999999955297
14,3,6,retro,memory,image313,image144,left,congruent,NA,left,TRUE,1066.8999999985099
14,3,6,retro,memory,image230,image191,left,incongruent,NA,right,TRUE,1942.2999999970198
14,3,6,retro,memory,image302,image285,right,incongruent,NA,right,FALSE,1278.1999999955297
14,3,6,retro,retrieval,NA,NA,NA,congruent,image313,image313,TRUE,2385.1999999955297
14,3,6,retro,retrieval,NA,NA,NA,incongruent,image285,image191,FALSE,3448
14,3,6,retro,retrieval,NA,NA,NA,incongruent,image230,image230,TRUE,1665.2000000029802
14,3,7,retro,memory,image393,image167,left,incongruent,NA,right,TRUE,1308
14,3,7,retro,memory,image323,image214,left,congruent,NA,left,TRUE,1149.2999999970198
14,3,7,retro,memory,image326,image201,right,incongruent,NA,right,FALSE,907.8999999985099
14,3,7,retro,retrieval,NA,NA,NA,congruent,image323,image323,TRUE,3100.10000000149
14,3,7,retro,retrieval,NA,NA,NA,incongruent,image393,image393,TRUE,1177.5
14,3,7,retro,retrieval,NA,NA,NA,incongruent,image201,image201,TRUE,954.3999999985099
14,3,8,retro,memory,image414,image211,left,incongruent,NA,right,TRUE,1185.5
14,3,8,retro,memory,image208,image101,left,congruent,NA,left,TRUE,1701.5
14,3,8,retro,memory,image396,image120,right,incongruent,NA,left,TRUE,924.1999999955297
14,3,8,retro,retrieval,NA,NA,NA,congruent,image208,image208,TRUE,1903.5999999940395
14,3,8,retro,retrieval,NA,NA,NA,incongruent,image120,image120,TRUE,2832.39999999851
14,3,8,retro,retrieval,NA,NA,NA,incongruent,image414,image25,FALSE,2584
14,3,9,retro,memory,image288,image81,left,incongruent,NA,left,FALSE,1180.3999999985099
14,3,9,retro,memory,image66,image108,left,incongruent,NA,right,TRUE,1498
14,3,9,retro,memory,image345,image174,left,congruent,NA,right,FALSE,1010.2000000029802
14,3,9,retro,retrieval,NA,NA,NA,congruent,image345,image345,TRUE,2718.10000000149
14,3,9,retro,retrieval,NA,NA,NA,incongruent,image66,image108,FALSE,5549.89999999851
14,3,9,retro,retrieval,NA,NA,NA,incongruent,image288,image288,TRUE,3491.89999999851
14,3,10,retro,memory,image265,image73,left,incongruent,NA,left,FALSE,972.7999999970198
14,3,10,retro,memory,image79,image116,left,incongruent,NA,right,TRUE,1481.2000000029802
14,3,10,retro,memory,image299,image18,right,congruent,NA,right,TRUE,1825.3999999985099
14,3,10,retro,retrieval,NA,NA,NA,incongruent,image79,image116,FALSE,2134.10000000149
14,3,10,retro,retrieval,NA,NA,NA,incongruent,image265,image265,TRUE,1181.3999999985099
14,3,10,retro,retrieval,NA,NA,NA,congruent,image18,image299,FALSE,7172.39999999851
14,3,11,retro,memory,image337,image385,right,incongruent,NA,left,TRUE,1073.2000000029802
14,3,11,retro,memory,image65,image336,left,incongruent,NA,right,TRUE,870.7000000029802
14,3,11,retro,memory,image190,image309,right,congruent,NA,left,FALSE,1083.1999999955297
14,3,11,retro,retrieval,NA,NA,NA,incongruent,image385,image385,TRUE,3319.8000000044703
14,3,11,retro,retrieval,NA,NA,NA,congruent,image309,image337,FALSE,4624.5
14,3,11,retro,retrieval,NA,NA,NA,incongruent,image65,image65,TRUE,897.5
14,3,12,retro,memory,image327,image429,right,incongruent,NA,left,TRUE,896
14,3,12,retro,memory,image134,image418,right,incongruent,NA,left,TRUE,924
14,3,12,retro,memory,image349,image88,right,congruent,NA,right,TRUE,1107.6999999955297
14,3,12,retro,retrieval,NA,NA,NA,incongruent,image429,image429,TRUE,3214.2000000029802
14,3,12,retro,retrieval,NA,NA,NA,congruent,image88,image134,FALSE,3436.39999999851
14,3,12,retro,retrieval,NA,NA,NA,incongruent,image418,image88,FALSE,5573.69999999553
14,3,13,retro,memory,image148,image91,right,incongruent,NA,left,TRUE,1395.8999999985099
14,3,13,retro,memory,image220,image427,left,congruent,NA,right,FALSE,1590.8000000044703
14,3,13,retro,memory,image149,image369,right,incongruent,NA,right,FALSE,1051.5
14,3,13,retro,retrieval,NA,NA,NA,incongruent,image91,image369,FALSE,3772.3000000044703
14,3,13,retro,retrieval,NA,NA,NA,incongruent,image369,image148,FALSE,2445.9000000059605
14,3,13,retro,retrieval,NA,NA,NA,congruent,image220,image148,FALSE,582.8999999985099
14,3,14,retro,memory,image419,image21,left,incongruent,NA,right,TRUE,1372.0999999940395
